country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Sweden,2000,male,75+ years,128,303198,42.22,Sweden2000,0.897,"259,802,012,617",30896,G.I. Generation
Sweden,2000,male,55-74 years,221,852707,25.92,Sweden2000,0.897,"259,802,012,617",30896,Silent
Sweden,2000,male,35-54 years,275,1240681,22.17,Sweden2000,0.897,"259,802,012,617",30896,Boomers
Sweden,2000,male,25-34 years,114,626512,18.2,Sweden2000,0.897,"259,802,012,617",30896,Generation X
Sweden,2000,male,15-24 years,63,524457,12.01,Sweden2000,0.897,"259,802,012,617",30896,Generation X
Sweden,2000,female,55-74 years,100,901293,11.1,Sweden2000,0.897,"259,802,012,617",30896,Silent
Sweden,2000,female,35-54 years,123,1200882,10.24,Sweden2000,0.897,"259,802,012,617",30896,Boomers
Sweden,2000,female,75+ years,49,484818,10.11,Sweden2000,0.897,"259,802,012,617",30896,G.I. Generation
Sweden,2000,female,15-24 years,26,500737,5.19,Sweden2000,0.897,"259,802,012,617",30896,Generation X
Sweden,2000,female,25-34 years,30,601750,4.99,Sweden2000,0.897,"259,802,012,617",30896,Generation X
Sweden,2000,female,5-14 years,1,570673,0.18,Sweden2000,0.897,"259,802,012,617",30896,Millenials
Sweden,2000,male,5-14 years,1,601300,0.17,Sweden2000,0.897,"259,802,012,617",30896,Millenials
Sweden,2001,male,75+ years,129,305543,42.22,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,male,55-74 years,228,876012,26.03,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,male,35-54 years,311,1241616,25.05,Sweden2001,,"239,917,320,967",28429,Boomers
Sweden,2001,male,25-34 years,104,616460,16.87,Sweden2001,,"239,917,320,967",28429,Generation X
Sweden,2001,female,75+ years,63,486462,12.95,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,female,55-74 years,116,919616,12.61,Sweden2001,,"239,917,320,967",28429,Silent
Sweden,2001,female,35-54 years,135,1201311,11.24,Sweden2001,,"239,917,320,967",28429,Boomers
Sweden,2001,male,15-24 years,59,527111,11.19,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2001,female,25-34 years,29,593553,4.89,Sweden2001,,"239,917,320,967",28429,Generation X
Sweden,2001,female,15-24 years,18,502901,3.58,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2001,female,5-14 years,3,569357,0.53,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2001,male,5-14 years,2,599375,0.33,Sweden2001,,"239,917,320,967",28429,Millenials
Sweden,2002,male,75+ years,112,306832,36.5,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,male,55-74 years,252,899721,28.01,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,male,35-54 years,315,1242971,25.34,Sweden2002,,"263,926,220,333",31175,Boomers
Sweden,2002,male,25-34 years,101,605900,16.67,Sweden2002,,"263,926,220,333",31175,Generation X
Sweden,2002,male,15-24 years,78,533111,14.63,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2002,female,55-74 years,102,939023,10.86,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,female,75+ years,49,486242,10.08,Sweden2002,,"263,926,220,333",31175,Silent
Sweden,2002,female,35-54 years,105,1201907,8.74,Sweden2002,,"263,926,220,333",31175,Boomers
Sweden,2002,female,25-34 years,36,584302,6.16,Sweden2002,,"263,926,220,333",31175,Generation X
Sweden,2002,female,15-24 years,23,508851,4.52,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2002,male,5-14 years,4,593329,0.67,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2002,female,5-14 years,3,563639,0.53,Sweden2002,,"263,926,220,333",31175,Millenials
Sweden,2003,male,75+ years,105,307923,34.1,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,male,55-74 years,225,922446,24.39,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,male,35-54 years,300,1242898,24.14,Sweden2003,,"331,108,912,605",38997,Boomers
Sweden,2003,male,25-34 years,85,596698,14.25,Sweden2003,,"331,108,912,605",38997,Generation X
Sweden,2003,male,15-24 years,60,543102,11.05,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2003,female,75+ years,50,486063,10.29,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,female,25-34 years,58,576009,10.07,Sweden2003,,"331,108,912,605",38997,Generation X
Sweden,2003,female,55-74 years,92,957995,9.6,Sweden2003,,"331,108,912,605",38997,Silent
Sweden,2003,female,35-54 years,99,1201468,8.24,Sweden2003,,"331,108,912,605",38997,Boomers
Sweden,2003,female,15-24 years,35,518172,6.75,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2003,female,5-14 years,2,554143,0.36,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2003,male,5-14 years,1,583622,0.17,Sweden2003,,"331,108,912,605",38997,Millenials
Sweden,2004,male,75+ years,109,309512,35.22,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,male,55-74 years,248,943682,26.28,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,male,35-54 years,300,1240460,24.18,Sweden2004,,"381,705,425,302",44831,Boomers
Sweden,2004,male,15-24 years,90,555650,16.2,Sweden2004,,"381,705,425,302",44831,Millenials
Sweden,2004,male,25-34 years,84,590802,14.22,Sweden2004,,"381,705,425,302",44831,Generation X
Sweden,2004,female,55-74 years,107,975912,10.96,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,female,75+ years,43,486526,8.84,Sweden2004,,"381,705,425,302",44831,Silent
Sweden,2004,female,35-54 years,103,1199288,8.59,Sweden2004,,"381,705,425,302",44831,Boomers
Sweden,2004,female,15-24 years,32,529514,6.04,Sweden2004,,"381,705,425,302",44831,Millenials
Sweden,2004,female,25-34 years,32,570904,5.61,Sweden2004,,"381,705,425,302",44831,Generation X
Sweden,2004,female,5-14 years,4,541753,0.74,Sweden2004,,"381,705,425,302",44831,Millenials
Sweden,2004,male,5-14 years,3,570311,0.53,Sweden2004,,"381,705,425,302",44831,Millenials
Sweden,2005,male,75+ years,117,311063,37.61,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,male,55-74 years,253,962782,26.28,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,male,35-54 years,297,1238835,23.97,Sweden2005,0.892,"389,042,298,377",45563,Boomers
Sweden,2005,male,25-34 years,95,588142,16.15,Sweden2005,0.892,"389,042,298,377",45563,Generation X
Sweden,2005,female,55-74 years,121,991544,12.2,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,male,15-24 years,68,569180,11.95,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2005,female,35-54 years,135,1198561,11.26,Sweden2005,0.892,"389,042,298,377",45563,Boomers
Sweden,2005,female,75+ years,48,486935,9.86,Sweden2005,0.892,"389,042,298,377",45563,Silent
Sweden,2005,female,25-34 years,40,568205,7.04,Sweden2005,0.892,"389,042,298,377",45563,Generation X
Sweden,2005,female,15-24 years,36,542149,6.64,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2005,male,5-14 years,5,554489,0.9,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2005,female,5-14 years,4,526739,0.76,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2006,male,75+ years,114,312567,36.47,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,male,55-74 years,265,979423,27.06,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,male,35-54 years,284,1242768,22.85,Sweden2006,,"420,032,121,656",48977,Boomers
Sweden,2006,male,25-34 years,79,586595,13.47,Sweden2006,,"420,032,121,656",48977,Generation X
Sweden,2006,male,15-24 years,73,586123,12.45,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2006,female,35-54 years,143,1202882,11.89,Sweden2006,,"420,032,121,656",48977,Boomers
Sweden,2006,female,75+ years,49,487029,10.06,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,female,55-74 years,94,1005125,9.35,Sweden2006,,"420,032,121,656",48977,Silent
Sweden,2006,female,15-24 years,51,557351,9.15,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2006,female,25-34 years,41,565463,7.25,Sweden2006,,"420,032,121,656",48977,Generation X
Sweden,2006,female,5-14 years,2,511860,0.39,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2006,male,5-14 years,2,538858,0.37,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2007,male,75+ years,102,314248,32.46,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,male,35-54 years,298,1251142,23.82,Sweden2007,,"487,816,328,342",56531,Boomers
Sweden,2007,male,55-74 years,224,995361,22.5,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,male,25-34 years,103,585980,17.58,Sweden2007,,"487,816,328,342",56531,Generation X
Sweden,2007,male,15-24 years,69,604397,11.42,Sweden2007,,"487,816,328,342",56531,Millenials
Sweden,2007,female,35-54 years,129,1210389,10.66,Sweden2007,,"487,816,328,342",56531,Boomers
Sweden,2007,female,55-74 years,97,1018811,9.52,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,female,75+ years,34,485845,7.0,Sweden2007,,"487,816,328,342",56531,Silent
Sweden,2007,female,15-24 years,35,573531,6.1,Sweden2007,,"487,816,328,342",56531,Millenials
Sweden,2007,female,25-34 years,28,562738,4.98,Sweden2007,,"487,816,328,342",56531,Generation X
Sweden,2007,male,5-14 years,5,526368,0.95,Sweden2007,,"487,816,328,342",56531,Generation Z
Sweden,2007,female,5-14 years,2,500349,0.4,Sweden2007,,"487,816,328,342",56531,Generation Z
Sweden,2008,male,75+ years,108,315606,34.22,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,male,55-74 years,263,1012224,25.98,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,male,35-54 years,292,1258502,23.2,Sweden2008,,"513,965,650,650",59155,Boomers
Sweden,2008,male,25-34 years,96,586538,16.37,Sweden2008,,"513,965,650,650",59155,Generation X
Sweden,2008,male,15-24 years,96,619829,15.49,Sweden2008,,"513,965,650,650",59155,Millenials
Sweden,2008,female,75+ years,42,483517,8.69,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,female,55-74 years,88,1033770,8.51,Sweden2008,,"513,965,650,650",59155,Silent
Sweden,2008,female,35-54 years,99,1217920,8.13,Sweden2008,,"513,965,650,650",59155,Boomers
Sweden,2008,female,25-34 years,42,561352,7.48,Sweden2008,,"513,965,650,650",59155,Generation X
Sweden,2008,female,15-24 years,40,588321,6.8,Sweden2008,,"513,965,650,650",59155,Millenials
Sweden,2008,female,5-14 years,4,492594,0.81,Sweden2008,,"513,965,650,650",59155,Generation Z
Sweden,2008,male,5-14 years,0,518331,0.0,Sweden2008,,"513,965,650,650",59155,Generation Z
Sweden,2009,male,75+ years,109,316812,34.41,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,male,55-74 years,261,1029075,25.36,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,male,35-54 years,313,1266615,24.71,Sweden2009,,"429,657,033,108",49070,Boomers
Sweden,2009,male,25-34 years,111,588185,18.87,Sweden2009,,"429,657,033,108",49070,Generation X
Sweden,2009,male,15-24 years,91,632027,14.4,Sweden2009,,"429,657,033,108",49070,Millenials
Sweden,2009,female,35-54 years,133,1226921,10.84,Sweden2009,,"429,657,033,108",49070,Boomers
Sweden,2009,female,55-74 years,106,1048846,10.11,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,female,75+ years,36,481488,7.48,Sweden2009,,"429,657,033,108",49070,Silent
Sweden,2009,female,15-24 years,43,600839,7.16,Sweden2009,,"429,657,033,108",49070,Millenials
Sweden,2009,female,25-34 years,33,561793,5.87,Sweden2009,,"429,657,033,108",49070,Generation X
Sweden,2009,female,5-14 years,3,488574,0.61,Sweden2009,,"429,657,033,108",49070,Generation Z
Sweden,2009,male,5-14 years,3,514747,0.58,Sweden2009,,"429,657,033,108",49070,Generation Z
Sweden,2010,male,75+ years,101,318979,31.66,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Silent
Sweden,2010,male,55-74 years,263,1044678,25.18,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Silent
Sweden,2010,male,35-54 years,280,1273933,21.98,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation X
Sweden,2010,male,25-34 years,106,593020,17.87,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation X
Sweden,2010,male,15-24 years,87,639346,13.61,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Millenials
Sweden,2010,female,55-74 years,105,1063334,9.87,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Silent
Sweden,2010,female,35-54 years,100,1234672,8.1,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation X
Sweden,2010,female,75+ years,34,480218,7.08,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Silent
Sweden,2010,female,25-34 years,31,564791,5.49,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation X
Sweden,2010,female,15-24 years,31,607958,5.1,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Millenials
Sweden,2010,female,5-14 years,2,487899,0.41,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation Z
Sweden,2010,male,5-14 years,1,514297,0.19,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Generation Z
Sweden,2011,male,75+ years,86,322530,26.66,Sweden2011,0.903,"563,109,663,291",63380,Silent
Sweden,2011,male,55-74 years,245,1059858,23.12,Sweden2011,0.903,"563,109,663,291",63380,Boomers
Sweden,2011,male,35-54 years,263,1277205,20.59,Sweden2011,0.903,"563,109,663,291",63380,Generation X
Sweden,2011,male,25-34 years,107,600789,17.81,Sweden2011,0.903,"563,109,663,291",63380,Millenials
Sweden,2011,male,15-24 years,85,639416,13.29,Sweden2011,0.903,"563,109,663,291",63380,Millenials
Sweden,2011,female,55-74 years,98,1077463,9.1,Sweden2011,0.903,"563,109,663,291",63380,Boomers
Sweden,2011,female,35-54 years,103,1238769,8.31,Sweden2011,0.903,"563,109,663,291",63380,Generation X
Sweden,2011,female,25-34 years,46,571231,8.05,Sweden2011,0.903,"563,109,663,291",63380,Millenials
Sweden,2011,female,75+ years,38,479833,7.92,Sweden2011,0.903,"563,109,663,291",63380,Silent
Sweden,2011,female,15-24 years,36,607514,5.93,Sweden2011,0.903,"563,109,663,291",63380,Millenials
Sweden,2011,male,5-14 years,3,518467,0.58,Sweden2011,0.903,"563,109,663,291",63380,Generation Z
Sweden,2011,female,5-14 years,2,491569,0.41,Sweden2011,0.903,"563,109,663,291",63380,Generation Z
Sweden,2012,male,75+ years,109,327050,33.33,Sweden2012,0.904,"543,880,647,757",60776,Silent
Sweden,2012,male,55-74 years,256,1074267,23.83,Sweden2012,0.904,"543,880,647,757",60776,Boomers
Sweden,2012,male,35-54 years,257,1279633,20.08,Sweden2012,0.904,"543,880,647,757",60776,Generation X
Sweden,2012,male,25-34 years,113,609527,18.54,Sweden2012,0.904,"543,880,647,757",60776,Millenials
Sweden,2012,male,15-24 years,83,635011,13.07,Sweden2012,0.904,"543,880,647,757",60776,Millenials
Sweden,2012,female,35-54 years,140,1241491,11.28,Sweden2012,0.904,"543,880,647,757",60776,Generation X
Sweden,2012,female,75+ years,41,480219,8.54,Sweden2012,0.904,"543,880,647,757",60776,Silent
